review_text,rating_stars,review_date,scrape_date,real_date,category,word_count
"This ramen shop is definitely worth a visit~~ Their yakiniku rice is delicious 😂😂😂 The cold noodles are good, but the hot noodles are even better!!! (The cold noodles are probably a summer only option~~ You should give it a try!) …",5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,42
"This ramen shop is definitely worth a visit~~ Their yakiniku rice is delicious 😂😂😂 The cold noodles are good, but the hot noodles are even better!!! (The cold noodles are probably a summer only option~~ You should give it a try!) …",5,2 years ago,12/31/2025,1/1/2024,Service & Staff,42
"This ramen shop is definitely worth a visit~~ Their yakiniku rice is delicious 😂😂😂 The cold noodles are good, but the hot noodles are even better!!! (The cold noodles are probably a summer only option~~ You should give it a try!) …",5,2 years ago,12/31/2025,1/1/2024,Price & Entry,42
Very crowded,3,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,2
Not fun The box I booked a week ago It was gone a few hours ago👍🏻 …,1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,17
"There was a guard dog outside with a bad attitude. I told him I wanted to go to a private room, and he actually said loudly that he had a private room...",1,3 years ago,12/31/2025,1/1/2023,Service & Staff,32
"There was a guard dog outside with a bad attitude. I told him I wanted to go to a private room, and he actually said loudly that he had a private room...",1,3 years ago,12/31/2025,1/1/2023,Facilities & Safety,32
"If you like listening to Hip-hop, you must come. Occasionally there will be other music activities. …",5,5 years ago,12/31/2025,1/1/2021,Music & DJ,17
"If you like listening to Hip-hop, you must come. Occasionally there will be other music activities. …",5,5 years ago,12/31/2025,1/1/2021,Facilities & Safety,17
"The dance floor was packed and I couldn't move at all. The atmosphere was okay, but I couldn't get hyped.",2,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,20
"The dance floor was packed and I couldn't move at all. The atmosphere was okay, but I couldn't get hyped.",2,a year ago,12/31/2025,12/31/2024,Facilities & Safety,20
"The song is terrible, the quality is poor, what is the PR promoting?",1,a year ago,12/31/2025,12/31/2024,Music & DJ,13
"The song is terrible, the quality is poor, what is the PR promoting?",1,a year ago,12/31/2025,12/31/2024,Service & Staff,13
"Sisters, get moving! Stop those jerks stuck on the dance floor! If you want to hook up, just use Tinder!",3,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,20
It smells like cigarettes and I bought a wine ticket but couldn't drink it because I couldn't get in line.,1,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,20
It smells like cigarettes and I bought a wine ticket but couldn't drink it because I couldn't get in line.,1,2 years ago,12/31/2025,1/1/2024,Price & Entry,20
"Morris is the most welcoming bartender I've ever encountered. He's dedicated to his work, his service is warm, and he even chats with customers. He's incredibly approachable!!!",5,4 years ago,12/31/2025,1/1/2022,Drinks & Alcohol,27
"Morris is the most welcoming bartender I've ever encountered. He's dedicated to his work, his service is warm, and he even chats with customers. He's incredibly approachable!!!",5,4 years ago,12/31/2025,1/1/2022,Service & Staff,27
"Morris is the most welcoming bartender I've ever encountered. He's dedicated to his work, his service is warm, and he even chats with customers. He's incredibly approachable!!!",5,4 years ago,12/31/2025,1/1/2022,Facilities & Safety,27
The music is good and the atmosphere is nice  The toilet is clean and tidy …,4,4 years ago,12/31/2025,1/1/2022,Music & DJ,16
The music is good and the atmosphere is nice  The toilet is clean and tidy …,4,4 years ago,12/31/2025,1/1/2022,Crowd & Atmosphere,16
The music is good and the atmosphere is nice  The toilet is clean and tidy …,4,4 years ago,12/31/2025,1/1/2022,Facilities & Safety,16
Last time I accidentally touched a girl's butt here and I don't know if I should apologize,5,a year ago,12/31/2025,12/31/2024,Facilities & Safety,17
"The music was nice, but the service was really bad. I seriously suspect the person who sent the item was just making up the price; they probably just pocketed it themselves.",2,4 years ago,12/31/2025,1/1/2022,Music & DJ,31
"The music was nice, but the service was really bad. I seriously suspect the person who sent the item was just making up the price; they probably just pocketed it themselves.",2,4 years ago,12/31/2025,1/1/2022,Service & Staff,31
"The music was nice, but the service was really bad. I seriously suspect the person who sent the item was just making up the price; they probably just pocketed it themselves.",2,4 years ago,12/31/2025,1/1/2022,Price & Entry,31
"Boring, all penguins They're just there to pick up girls, no one's really there for fun",2,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,16
Why are you so grumpy and rude just to get something? Is that supposed to be cool? I think I paid 200 yuan.,1,2 years ago,12/31/2025,1/1/2024,Service & Staff,23
"The interior is nice, the DJ is good, and the place is popular, but it's a bit crowded.",5,3 years ago,12/31/2025,1/1/2023,Music & DJ,18
"The interior is nice, the DJ is good, and the place is popular, but it's a bit crowded.",5,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,18
"The interior is nice, the DJ is good, and the place is popular, but it's a bit crowded.",5,3 years ago,12/31/2025,1/1/2023,Facilities & Safety,18
Entrance fee 700 baht includes 6 drinks. Keep your ticket to exchange at the bar counter.,3,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,16
Entrance fee 700 baht includes 6 drinks. Keep your ticket to exchange at the bar counter.,3,2 years ago,12/31/2025,1/1/2024,Price & Entry,16
"Excellent package ordering, find seven",5,6 months ago,12/31/2025,7/4/2025,Facilities & Safety,5
"The service from the outside waiter Fat Tiger was very lively, not as stiff as the previous waiters. The atmosphere was very lively.",5,4 years ago,12/31/2025,1/1/2022,Crowd & Atmosphere,23
"The service from the outside waiter Fat Tiger was very lively, not as stiff as the previous waiters. The atmosphere was very lively.",5,4 years ago,12/31/2025,1/1/2022,Service & Staff,23
"Great music, great drinks, great weekend fun",5,a year ago,12/31/2025,12/31/2024,Music & DJ,7
"Great music, great drinks, great weekend fun",5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,7
"Great music, great drinks, great weekend fun",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,7
"Can the DJ select songs? Help, this isn't fun!",1,a year ago,12/31/2025,12/31/2024,Music & DJ,9
"Can the DJ select songs? Help, this isn't fun!",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,9
A hot pot restaurant worth visiting. The ingredients are fresh and the soup base is natural.,5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,16
A hot pot restaurant worth visiting. The ingredients are fresh and the soup base is natural.,5,2 years ago,12/31/2025,1/1/2024,Price & Entry,16
There are so many people that I can't squeeze in and can't jump up🥵🥵 …,3,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,15
"I didn't go because it was different from the reviews, but later on, my Taiwanese friends who I became close with said that even if you eat Gongjjang or Gabyeopbissa here, it's Ssambakdal-eo. Haha, because I'm Korean, I think they gave me a freebie, but I went and gave it to them. It's the best!",2,3 years ago,12/31/2025,1/1/2023,Price & Entry,55
"💰60000/20 people Saturday's private room, the service and attitude are very good👍 …",5, 4 years ago,12/31/2025,1/1/2022,Crowd & Atmosphere,13
"💰60000/20 people Saturday's private room, the service and attitude are very good👍 …",5, 4 years ago,12/31/2025,1/1/2022,Service & Staff,13
The DJ music was a bit...,4,6 months ago,12/31/2025,7/4/2025,Music & DJ,6
The flow is a bit strange. It takes a long time to order a drink.,3,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,15
Is it just low-class people who say the nightclub drinks are good?,1,3 years ago,12/31/2025,1/1/2023,Drinks & Alcohol,12
Is it just low-class people who say the nightclub drinks are good?,1,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,12
"For reservation service, please contact the friendly public relations Peter, who will provide you with great service🥰 …",5,a year ago,12/31/2025,12/31/2024,Service & Staff,18
"For reservation service, please contact the friendly public relations Peter, who will provide you with great service🥰 …",5,a year ago,12/31/2025,12/31/2024,Facilities & Safety,18
The security guard pushed people and showed disrespect.,2,9 months ago,12/31/2025,4/5/2025,Crowd & Atmosphere,8
The security guard pushed people and showed disrespect.,2,9 months ago,12/31/2025,4/5/2025,Service & Staff,8
The PR service was terrible. There was a strange smell in the restroom last time I went there. Is it really being cleaned?,1,5 years ago,12/31/2025,1/1/2021,Service & Staff,23
The PR service was terrible. There was a strange smell in the restroom last time I went there. Is it really being cleaned?,1,5 years ago,12/31/2025,1/1/2021,Facilities & Safety,23
"The staff's attitude is way better than any other nightclub in northern, central, or southern Taiwan. 🙂🫰🏻 …",5,2 years ago,12/31/2025,1/1/2024,Service & Staff,18
What's the bartender doing? He looks like the guy with osn hair,1,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,12
What's the bartender doing? He looks like the guy with osn hair,1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,12
"Terrible. The PR team is really annoying. It's true that spot checks are hard to avoid, but their way of speaking is just awful.",1,4 years ago,12/31/2025,1/1/2022,Service & Staff,24
Peter's PR service at the best nightclub was amazing. He even got water for my friend who was drunk. Thank you for taking care of me.,5,5 years ago,12/31/2025,1/1/2021,Drinks & Alcohol,26
Peter's PR service at the best nightclub was amazing. He even got water for my friend who was drunk. Thank you for taking care of me.,5,5 years ago,12/31/2025,1/1/2021,Service & Staff,26
The bass in the music is awful. The space is too narrow.,1,2 years ago,12/31/2025,1/1/2024,Music & DJ,12
The bass in the music is awful. The space is too narrow.,1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,12
The bass in the music is awful. The space is too narrow.,1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,12
The service was terrible. The space and layout were also awful. Absolutely not worth going.,1,5 years ago,12/31/2025,1/1/2021,Crowd & Atmosphere,15
The service was terrible. The space and layout were also awful. Absolutely not worth going.,1,5 years ago,12/31/2025,1/1/2021,Service & Staff,15
The service was terrible. The space and layout were also awful. Absolutely not worth going.,1,5 years ago,12/31/2025,1/1/2021,Price & Entry,15
The service was terrible. The space and layout were also awful. Absolutely not worth going.,1,5 years ago,12/31/2025,1/1/2021,Facilities & Safety,15
"Great music, great service, and great atmosphere",5,2 years ago,12/31/2025,1/1/2024,Music & DJ,7
"Great music, great service, and great atmosphere",5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,7
"Great music, great service, and great atmosphere",5,2 years ago,12/31/2025,1/1/2024,Service & Staff,7
"I love it, the music is good and the atmosphere is great.",5,3 years ago,12/31/2025,1/1/2023,Music & DJ,10
"I love it, the music is good and the atmosphere is great.",5,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,10
The atmosphere is great and the wine tastes good,5,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,8
The atmosphere is great and the wine tastes good,5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,8
"Nice place, excellent music and excellent people",5,5 years ago,12/31/2025,1/1/2021,Music & DJ,7
"Nice place, excellent music and excellent people",5,5 years ago,12/31/2025,1/1/2021,Crowd & Atmosphere,7
"If you don't like the smell of cigarettes, don't come. My friend's wallet was stolen, so be careful. If you want to come and enjoy the music, drink and dance, don’t expect too much",1,7 months ago,12/31/2025,6/4/2025,Drinks & Alcohol,34
"If you don't like the smell of cigarettes, don't come. My friend's wallet was stolen, so be careful. If you want to come and enjoy the music, drink and dance, don’t expect too much",1,7 months ago,12/31/2025,6/4/2025,Facilities & Safety,34
I'm Korean and entered after showing my passport photo. The entrance fee was 500 won and included one free drink. I hope this isn't discrimination against foreigners. …,2,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,28
I'm Korean and entered after showing my passport photo. The entrance fee was 500 won and included one free drink. I hope this isn't discrimination against foreigners. …,2,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,28
I'm Korean and entered after showing my passport photo. The entrance fee was 500 won and included one free drink. I hope this isn't discrimination against foreigners. …,2,a year ago,12/31/2025,12/31/2024,Price & Entry,28
The drinks were not good and the room was filled with the smell of cigarettes.,1,4 months ago,12/31/2025,9/2/2025,Drinks & Alcohol,15
"There are a bunch of ghosts at the bar, it's so pathetic to be stuck in front and not ordering drinks",1,6 months ago,12/31/2025,7/4/2025,Drinks & Alcohol,21
There were so many people and the smell of cigarettes was so strong that it was hard to breathe.,5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,19
There were so many people and the smell of cigarettes was so strong that it was hard to breathe.,5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,19
The music is terrible. There are so many people that I can't walk at all. It's really dangerous@@,3,2 years ago,12/31/2025,1/1/2024,Music & DJ,18
The music is terrible. There are so many people that I can't walk at all. It's really dangerous@@,3,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,18
Love the decor and the music! We had a blast on Halloween! The DJs were dressed as Teletubbies 🤣 …,4,5 years ago,12/31/2025,1/1/2021,Music & DJ,20
"1. The sound system is terrible, worse than the gym's. 2. The smell of cigarettes is very strong, heavier than other nightclubs. 3. The flow is very bad, crowded and crowded. …",1,a year ago,12/31/2025,12/31/2024,Music & DJ,32
"1. The sound system is terrible, worse than the gym's. 2. The smell of cigarettes is very strong, heavier than other nightclubs. 3. The flow is very bad, crowded and crowded. …",1,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,32
"1. The sound system is terrible, worse than the gym's. 2. The smell of cigarettes is very strong, heavier than other nightclubs. 3. The flow is very bad, crowded and crowded. …",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,32
praise!,5,a month ago,12/31/2025,12/1/2025,Service & Staff,1
"There is no control over the flow of people, and it is so crowded that you can’t move at all. Are you yearning for the Itaewon incident? Looking at what happened next, it was a serious case of queue jumping, but he …",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,43
"A bunch of stupid girls cut in line and ruined other people's mood. Cutting in line is bad, but they even had the nerve to dance in front of others. They even asked their friends: Is it okay to cut in line like this? Very poor manners^_^ …",1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,48
"My first night out experience, and the entrance fee for women was $700! The staff didn't even bother to inform me about the manned locker area, which significantly lowered my overall impression. Aside from the restrooms, which were at least …",2, 2 years ago,12/31/2025,1/1/2024,Service & Staff,41
"My first night out experience, and the entrance fee for women was $700! The staff didn't even bother to inform me about the manned locker area, which significantly lowered my overall impression. Aside from the restrooms, which were at least …",2, 2 years ago,12/31/2025,1/1/2024,Facilities & Safety,41
The DJ on Saturday night played really bad music. The atmosphere was getting really good but he played some music to bring it down. The traffic flow was weird. There were a lot of seats but the dance floor was very small. The way to the …,1,2 years ago,12/31/2025,1/1/2024,Music & DJ,47
The DJ on Saturday night played really bad music. The atmosphere was getting really good but he played some music to bring it down. The traffic flow was weird. There were a lot of seats but the dance floor was very small. The way to the …,1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,47
"August 16th was incredibly crowded. There was practically no room to move around on the dance floor. When I arrived, there were glasses and bottles everywhere on the floor. I even helped pick up the glasses and took the bottles back to the …",1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,44
"August 16th was incredibly crowded. There was practically no room to move around on the dance floor. When I arrived, there were glasses and bottles everywhere on the floor. I even helped pick up the glasses and took the bottles back to the …",1,2 years ago,12/31/2025,1/1/2024,Service & Staff,44
"August 16th was incredibly crowded. There was practically no room to move around on the dance floor. When I arrived, there were glasses and bottles everywhere on the floor. I even helped pick up the glasses and took the bottles back to the …",1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,44
The atmosphere was so-so. There were too many people. Walk-in customers kept coming into the private rooms. The restaurant's space design and traffic flow seem to have issues. The PR and service staff were very friendly and enthusiastic.,3,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,38
The atmosphere was so-so. There were too many people. Walk-in customers kept coming into the private rooms. The restaurant's space design and traffic flow seem to have issues. The PR and service staff were very friendly and enthusiastic.,3,a year ago,12/31/2025,12/31/2024,Service & Staff,38
The atmosphere was so-so. There were too many people. Walk-in customers kept coming into the private rooms. The restaurant's space design and traffic flow seem to have issues. The PR and service staff were very friendly and enthusiastic.,3,a year ago,12/31/2025,12/31/2024,Facilities & Safety,38
It takes too long to get a free drink... $1100 for 4 shots of tequila... Most people in their early 20s...,5,10 months ago,12/31/2025,3/6/2025,Drinks & Alcohol,21
It takes too long to get a free drink... $1100 for 4 shots of tequila... Most people in their early 20s...,5,10 months ago,12/31/2025,3/6/2025,Crowd & Atmosphere,21
It takes too long to get a free drink... $1100 for 4 shots of tequila... Most people in their early 20s...,5,10 months ago,12/31/2025,3/6/2025,Price & Entry,21
"The dance floor is really super small, and the flow planning is problematic. (It should be said that a pile of wood is standing on the dance floor looking for a partner, pitiful) …",2,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,34
"The dance floor is really super small, and the flow planning is problematic. (It should be said that a pile of wood is standing on the dance floor looking for a partner, pitiful) …",2,2 years ago,12/31/2025,1/1/2024,Service & Staff,34
The contact number here is for decoration.,2,a month ago,12/31/2025,12/1/2025,Facilities & Safety,7
"The entrance fee is a bit expensive, but the sound equipment and DJ quality are quite basic.... The same goes for the drinks. I don't understand how it is that when you order a Coke, you get a small and diluted Coke. The space is very …",2,3 years ago,12/31/2025,1/1/2023,Music & DJ,47
"The entrance fee is a bit expensive, but the sound equipment and DJ quality are quite basic.... The same goes for the drinks. I don't understand how it is that when you order a Coke, you get a small and diluted Coke. The space is very …",2,3 years ago,12/31/2025,1/1/2023,Drinks & Alcohol,47
"The entrance fee is a bit expensive, but the sound equipment and DJ quality are quite basic.... The same goes for the drinks. I don't understand how it is that when you order a Coke, you get a small and diluted Coke. The space is very …",2,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,47
"The entrance fee is a bit expensive, but the sound equipment and DJ quality are quite basic.... The same goes for the drinks. I don't understand how it is that when you order a Coke, you get a small and diluted Coke. The space is very …",2,3 years ago,12/31/2025,1/1/2023,Price & Entry,47
"The entrance fee is a bit expensive, but the sound equipment and DJ quality are quite basic.... The same goes for the drinks. I don't understand how it is that when you order a Coke, you get a small and diluted Coke. The space is very …",2,3 years ago,12/31/2025,1/1/2023,Facilities & Safety,47
"I had to avoid this place. There was a huge line outside, and I waited for an hour. The police then raided the place to control the number of people inside. Are they also controlling the number of people outside? …",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,41
"I had to avoid this place. There was a huge line outside, and I waited for an hour. The police then raided the place to control the number of people inside. Are they also controlling the number of people outside? …",1,a year ago,12/31/2025,12/31/2024,Facilities & Safety,41
"After the renovation, the sound effects and lighting are amazing! The bass is so powerful! 🤟🏼 …",5, a year ago,12/31/2025,12/31/2024,Music & DJ,17
"Worst nightclub experience ever. Admission for women was 600 yuan. Security was strict, which was good, but they could have at least managed the number of people. Not only could we not dance, but even moving was difficult. My friend went up …",1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,43
"Worst nightclub experience ever. Admission for women was 600 yuan. Security was strict, which was good, but they could have at least managed the number of people. Not only could we not dance, but even moving was difficult. My friend went up …",1,2 years ago,12/31/2025,1/1/2024,Service & Staff,43
"This is definitely the worst nightclub I've ever been to. The guys have absolutely no respect, touching everyone everywhere. Even if they want to make money, they still need to manage the number of people. Or maybe it's just for safety …",1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,42
"This is definitely the worst nightclub I've ever been to. The guys have absolutely no respect, touching everyone everywhere. Even if they want to make money, they still need to manage the number of people. Or maybe it's just for safety …",1,2 years ago,12/31/2025,1/1/2024,Price & Entry,42
"This is definitely the worst nightclub I've ever been to. The guys have absolutely no respect, touching everyone everywhere. Even if they want to make money, they still need to manage the number of people. Or maybe it's just for safety …",1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,42
I had a blast in the private room for my birthday this time.  They even had a projector 😍😚!!! …,5,a year ago,12/31/2025,12/31/2024,Service & Staff,20
"K-pop nights are terrible, don't come! Expecting to hear the K-pop bands you want to listen to? No way! They play a bunch of Korean rap you've never heard of before, giving them a chance and staying until the early hours. But the style hasn't changed. If they can't even play basic music, don't run a nightclub.",1,2 years ago,12/31/2025,1/1/2024,Music & DJ,57
"Great music, but the dance floor is a bit narrow",4,a year ago,12/31/2025,12/31/2024,Music & DJ,10
"Great music, but the dance floor is a bit narrow",4,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,10
I don't understand what this nightclub is all about. Booking a private room doesn't even get you a free drink! …,1,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,21
I don't understand what this nightclub is all about. Booking a private room doesn't even get you a free drink! …,1,2 years ago,12/31/2025,1/1/2024,Service & Staff,21
I don't understand what this nightclub is all about. Booking a private room doesn't even get you a free drink! …,1,2 years ago,12/31/2025,1/1/2024,Price & Entry,21
It was so crowded. The smell of cigarettes was so strong that I almost suffocated. I went there on a Friday night. It was packed like jam.,3,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,27
It was so crowded. The smell of cigarettes was so strong that I almost suffocated. I went there on a Friday night. It was packed like jam.,3,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,27
It was so crowded. The smell of cigarettes was so strong that I almost suffocated. I went there on a Friday night. It was packed like jam.,3,a year ago,12/31/2025,12/31/2024,Facilities & Safety,27
"Saturday night, just before 10:30 PM, admission was $600 and they gave me six drink coupons. The music was good, but it started to get crowded after 11:30 PM. The stage was small, but it was fun.",5,a year ago,12/31/2025,12/31/2024,Music & DJ,37
"Saturday night, just before 10:30 PM, admission was $600 and they gave me six drink coupons. The music was good, but it started to get crowded after 11:30 PM. The stage was small, but it was fun.",5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,37
"Saturday night, just before 10:30 PM, admission was $600 and they gave me six drink coupons. The music was good, but it started to get crowded after 11:30 PM. The stage was small, but it was fun.",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,37
This was the longest line. The line continues until closing time. They play mainly hip-hop and pop mixed music. They charge 600 won for 2 drinks. …,4,a year ago,12/31/2025,12/31/2024,Music & DJ,27
This was the longest line. The line continues until closing time. They play mainly hip-hop and pop mixed music. They charge 600 won for 2 drinks. …,4,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,27
I recommended this place to a friend who found a girlfriend.,5,a month ago,12/31/2025,12/1/2025,Facilities & Safety,11
"I really don't want to give a bad review, but it's really boring! The songs played by the DJ are very bad, or do young people like them now? I don't know how to have fun, I left within an hour. The only good thing is that the entrance fee is cheap, 600 yuan for 6 free cups.",2,2 years ago,12/31/2025,1/1/2024,Music & DJ,58
"I really don't want to give a bad review, but it's really boring! The songs played by the DJ are very bad, or do young people like them now? I don't know how to have fun, I left within an hour. The only good thing is that the entrance fee is cheap, 600 yuan for 6 free cups.",2,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,58
"I really don't want to give a bad review, but it's really boring! The songs played by the DJ are very bad, or do young people like them now? I don't know how to have fun, I left within an hour. The only good thing is that the entrance fee is cheap, 600 yuan for 6 free cups.",2,2 years ago,12/31/2025,1/1/2024,Price & Entry,58
Saturday admission was 600 and included 6 free drinks.,5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,9
Saturday admission was 600 and included 6 free drinks.,5,a year ago,12/31/2025,12/31/2024,Price & Entry,9
High-quality handsome guy checking in for staff outside,5,4 years ago,12/31/2025,1/1/2022,Service & Staff,8
The music is nice and the atmosphere is good. It feels like being in a foreign nightclub. But the movement of the whole nightclub is quite problematic. The seats near the …,2,5 years ago,12/31/2025,1/1/2021,Music & DJ,32
The music is nice and the atmosphere is good. It feels like being in a foreign nightclub. But the movement of the whole nightclub is quite problematic. The seats near the …,2,5 years ago,12/31/2025,1/1/2021,Crowd & Atmosphere,32
The music is nice and the atmosphere is good. It feels like being in a foreign nightclub. But the movement of the whole nightclub is quite problematic. The seats near the …,2,5 years ago,12/31/2025,1/1/2021,Service & Staff,32
The music is all hip hop remixes. Free admission and all-you-can-drink on Wednesdays before 12:00. Mostly guys. My family came from the US and I took them there to have some fun. It was okay.,4,3 years ago,12/31/2025,1/1/2023,Music & DJ,35
The music is all hip hop remixes. Free admission and all-you-can-drink on Wednesdays before 12:00. Mostly guys. My family came from the US and I took them there to have some fun. It was okay.,4,3 years ago,12/31/2025,1/1/2023,Drinks & Alcohol,35
The music is all hip hop remixes. Free admission and all-you-can-drink on Wednesdays before 12:00. Mostly guys. My family came from the US and I took them there to have some fun. It was okay.,4,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,35
The music is all hip hop remixes. Free admission and all-you-can-drink on Wednesdays before 12:00. Mostly guys. My family came from the US and I took them there to have some fun. It was okay.,4,3 years ago,12/31/2025,1/1/2023,Price & Entry,35
"I met a guy named Zhicheng who asked me to go to the dance floor to pick up girls... He said if I didn't go with him to pick up girls, he would hit me on the head with champagne... I was so scared... I won't dare to go next time",1,5 months ago,12/31/2025,8/3/2025,Drinks & Alcohol,51
"I met a guy named Zhicheng who asked me to go to the dance floor to pick up girls... He said if I didn't go with him to pick up girls, he would hit me on the head with champagne... I was so scared... I won't dare to go next time",1,5 months ago,12/31/2025,8/3/2025,Crowd & Atmosphere,51
"They sell ""all you can drink"" tickets, but then only serve drinks at a small part of the bar. This means you have to wait in line forever.",1,11 months ago,12/31/2025,2/4/2025,Drinks & Alcohol,28
"They sell ""all you can drink"" tickets, but then only serve drinks at a small part of the bar. This means you have to wait in line forever.",1,11 months ago,12/31/2025,2/4/2025,Price & Entry,28
"The atmosphere was great, the music was excellent, the only downside was that there were too many people.",5,11 months ago,12/31/2025,2/4/2025,Music & DJ,18
"The atmosphere was great, the music was excellent, the only downside was that there were too many people.",5,11 months ago,12/31/2025,2/4/2025,Crowd & Atmosphere,18
"It's so crowded, it's not fun at all. It's packed inside, and they're still letting people in from outside...",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,19
"It's so crowded, it's not fun at all. It's packed inside, and they're still letting people in from outside...",1,a year ago,12/31/2025,12/31/2024,Facilities & Safety,19
"Halloween props weren't allowed inside, and the restaurant said they would take them and return them when we left. However, when I went to get my props back before leaving, they said they were missing and they didn't know who took them. …",1,5 years ago,12/31/2025,1/1/2021,Service & Staff,43
"Halloween props weren't allowed inside, and the restaurant said they would take them and return them when we left. However, when I went to get my props back before leaving, they said they were missing and they didn't know who took them. …",1,5 years ago,12/31/2025,1/1/2021,Facilities & Safety,43
"I can only say that the DJ after 12 o'clock today was really awesome. Before, they would play Logo but today, I don't know why they didn't play Logo. Hope there will be more in the future.",5,2 years ago,12/31/2025,1/1/2024,Music & DJ,37
"This place doesn't even deserve a five-star rating! The day before yesterday, my friend just wanted to get a glass from someone in line for drinks. We didn't try to cut in line or bother anyone else, but the PR person pulled her very …",1,4 years ago,12/31/2025,1/1/2022,Drinks & Alcohol,45
"This place doesn't even deserve a five-star rating! The day before yesterday, my friend just wanted to get a glass from someone in line for drinks. We didn't try to cut in line or bother anyone else, but the PR person pulled her very …",1,4 years ago,12/31/2025,1/1/2022,Service & Staff,45
"This place doesn't even deserve a five-star rating! The day before yesterday, my friend just wanted to get a glass from someone in line for drinks. We didn't try to cut in line or bother anyone else, but the PR person pulled her very …",1,4 years ago,12/31/2025,1/1/2022,Facilities & Safety,45
"The PR attitude is extremely poor. Because the vaccines were all administered abroad, there were no yellow cards. I was at the front of the line looking for a vaccination certificate and watched the public relations staff show a picture of …",1,3 years ago,12/31/2025,1/1/2023,Service & Staff,42
"The PR attitude is extremely poor. Because the vaccines were all administered abroad, there were no yellow cards. I was at the front of the line looking for a vaccination certificate and watched the public relations staff show a picture of …",1,3 years ago,12/31/2025,1/1/2023,Facilities & Safety,42
"It's like a Hongdae club. The staff and security are friendly. It's really, really crowded on weekends... It's so crowded that it's hard to move.",4,10 months ago,12/31/2025,3/6/2025,Crowd & Atmosphere,25
"It's like a Hongdae club. The staff and security are friendly. It's really, really crowded on weekends... It's so crowded that it's hard to move.",4,10 months ago,12/31/2025,3/6/2025,Service & Staff,25
"It was fun. It was so fun that I went for both days. There were a lot of songs that I memorized, and it was good. But there were so many people that it felt like a chicken coop. There was no admission fee.",5,10 months ago,12/31/2025,3/6/2025,Music & DJ,44
